日期,年份,内容,标题,事件
3月25日,1818年,挪威-丹麦数学家卡斯帕尔·韦塞尔逝世,,event
3月25日,1821年,希腊正式宣布独立,,event
3月25日,1881年,匈牙利音乐家巴托克·贝拉·维克托·亚诺什出生,,event
3月25日,1887年,日本海军大将南云忠一出生于日本山形县,,event
3月25日,1913年,孙中山开始武装反对袁世凯，二次革命开始,,event
3月25日,1913年,原苏联加盟共和国之一的白俄罗斯人民共和国成立,,event
3月25日,1918年,法国作曲家德彪西逝世,,event
3月25日,1928年,美国宇航员吉姆·洛威尔出生,,event
3月25日,1947年,英国钢琴摇滚乐手埃尔顿·约翰出生,,event
3月25日,1947年,台湾画家陈澄波逝世,,event
3月25日,1975年,沙特阿拉伯国王阿卜杜拉·本·阿卜杜勒-阿齐兹·阿勒沙特逝世,,event
3月26日,1027年,康拉德二世加冕成为神圣罗马帝国皇帝,,event
3月26日,1537年,日本战国时代军事家、政治家丰臣秀吉出生,,event
3月26日,1827年,德国作曲家贝多芬逝世,,event
3月26日,1857年,中国清代思想家、地理学家魏源逝世,,event
3月26日,1867年,意大利指挥家阿尔图罗·托斯卡尼尼出生,,event
3月26日,1874年,美国诗人罗伯特·弗罗斯特出生于美国旧金山,,event
3月26日,1892年,美国著名诗人沃尔特·惠特曼逝世,,event
3月26日,1913年,匈牙利数学家保罗·埃尔德什出生于波兰首都华沙,,event
3月26日,1942年,二战中，第一批女囚被投入奥斯威辛集中营,,event
3月26日,1943年,台湾作家三毛出生,,event
3月26日,1945年,前苏联元帅鲍里斯·沙波什尼科夫逝世,,event
3月26日,1952年,约纳斯·沙克宣布他研发的脊髓灰质炎疫苗试验成功,,event
3月26日,1976年,《禁止生物武器公约》生效,,event
3月26日,1976年,中国现代作家及学者林语堂逝世,,event
3月26日,1982年,中国与瓦努阿图共和国建交,,event
3月27日,972年,法国国王罗贝尔二世出生,,event
3月27日,1625年,英格兰和爱尔兰国王詹姆士一世逝世,,event
3月27日,1785年,法国国王路易十七出生,,event
3月27日,1845年,首届诺贝尔物理学奖得主伦琴出生,,event
3月27日,1886年,苏联领导人谢尔盖·米洛诺维奇·基洛夫出生,,event
3月27日,1912年,英国首相詹姆斯·卡拉汉出生,,event
3月27日,1945年,西哈努克宣布柬埔寨独立,,event
3月27日,1947年,日本军人，前台湾军参谋长田中久一逝世,,event
3月27日,1958年,赫鲁晓夫接替布尔加宁就任苏联部长会议主席,,event
3月27日,1968年,第一名进入太空的宇航员加加林逝世,,event
3月27日,1974年,前中共中央总书记王明逝世,,event
3月27日,1977年,西班牙两架波音747客机相撞发生特内里费空难,,event
3月27日,1981年,中国现代文学家茅盾逝世,,event
3月27日,1993年,江泽民被选举为中华人民共和国主席,,event
3月27日,2000年,弗拉基米尔·弗拉基米罗维奇·普京当选俄罗斯总统,,event
3月27日,2007年,2008北京奥运会奖牌样式发布,,event
3月28日,193年,罗马皇帝佩蒂纳克斯逝世,,event
3月28日,1660年,汉诺威选帝侯、英国国王乔治一世出生,,event
3月28日,1802年,德国天文学家奥伯斯发现智神星,,event
3月28日,1854年,英国与法国对俄国宣战，克里米亚战争爆发,,event
3月28日,1868年,苏联作家高尔基出生,,event
3月28日,1871年,社会主义的早期实验巴黎公社正式建立，影响广大深远,,event
3月28日,1881年,中医学家施今墨出生,,event
3月28日,1894年,李氏朝鲜政治人物金玉均逝世,,event
3月28日,1905年,清朝诗人、外交家黄遵宪逝世,,event
3月28日,1910年,法国人法布尔成功试飞第一架水上飞机,,event
3月28日,1913年,中国外交家、国际问题评论家乔冠华出生,,event
3月28日,1928年,德国数学家亚历山大·格罗滕迪克出生,,event
3月28日,1941年,英国女作家弗吉尼亚·伍尔芙逝世,,event
3月28日,1969年,美国前总统艾森豪威尔逝世,,event
3月28日,1993年,巴拉迪尔当选法国总理,,event
3月29日,公元前87年,汉武帝刘彻逝世,,event
3月29日,1318年,日本花园天皇让位给大觉寺统的后醍醐天皇,,event
3月29日,1501年,日本战国时代武将村上义清出生,,event
3月29日,1790年,美国第十任总统约翰·泰勒出生,,event
3月29日,1853年,英国发明家汤姆森出生,,event
3月29日,1858年,丹麦哲学家、社会学家施达克出生,,event
3月29日,1891年,法国画家乔治·秀拉逝世,,event
3月29日,1896年,德国数学家威廉·阿克曼出生,,event
3月29日,1904年,中国第一个官办银行户部银行批准设立,,event
3月29日,1912年,英国极地探险家罗伯特·斯科特逝世,,event
3月29日,1970年,美国作家和记者安娜·路易斯·斯特朗逝世,,event
3月29日,1974年,美国太空探测器水手10号传回第一批水星照片,,event
3月30日,1746年,西班牙画家弗朗西斯科·何塞·德·戈雅·卢西恩特斯出生,,event
3月30日,1844年,法国诗人保尔·魏尔伦出生,,event
3月30日,1853年,荷兰后印象主义画家文森特·梵高出生，主要作品有《星夜》,,event
3月30日,1856年,《巴黎条约》签订，克里米亚战争结束,,event
3月30日,1895年,中国共产党早期的著名领导人之一蔡和森出生,,event
3月30日,1925年,奥地利哲学家鲁道夫·斯坦纳逝世,,event
3月30日,1940年,日本扶持下的傀儡政权汪精卫政权在南京成立,,event
3月30日,1949年,德国化学家弗里德里希·贝吉乌斯逝世,,event
3月30日,1961年,国际公约《麻醉品单一公约》签署,,event
3月30日,1967年,国语时代作曲家姚敏逝世,,event
3月30日,1968年,加拿大著名歌手席琳·迪翁出生,,event
3月30日,1979年,中国著名生物学家童第周逝世,,event
3月30日,1981年,美国《读者文摘》的创刊人德威特·华莱士逝世,,event
3月30日,1993年,荣毅仁就任国家副主席,,event
3月30日,1998年,德国宝马汽车制造公司买下劳斯莱斯汽车制造公司,,event
3月31日,1341年,莫斯科大公伊凡一世逝世,,event
3月31日,1519年,法国瓦卢瓦王朝国王亨利二世出生,,event
3月31日,1547年,法国国王弗朗索瓦一世逝世,,event
3月31日,1596年,数学家，哲学家笛卡尔出生,,event
3月31日,1732年,音乐家约瑟夫·海顿出生,,event
3月31日,1811年,德国化学家罗伯特·威廉·本生出生,,event
3月31日,1814年,第六次反法同盟占领巴黎,,event
3月31日,1855年,英国小说家《简·爱》的作者夏洛蒂·勃朗特逝世,,event
3月31日,1889年,埃菲尔铁塔建成,,event
3月31日,1904年,日俄战争，俄罗斯远东舰队在海参崴全军覆灭,,event
3月31日,1913年,美国最后的金融巨头摩根去世,,event
3月31日,1927年,中国政治家、思想家康有为逝世,,event
3月31日,1953年,瑞典人达格·哈马舍尔德当选联合国秘书长,,event
3月31日,1964年,巴西军事政变，军人统治时期开始,,event
4月1日,1572年,荷兰独立战争开始,,event
4月1日,1578年,英国生理学家威廉·哈维出生,,event
4月1日,1776年,法国数学家索菲·热尔曼出生,,event
4月1日,1809年,俄国作家尼古莱·瓦西里耶维奇·果戈里·亚诺夫斯基出生,,event
4月1日,1815年,德意志帝国第一任总理俾斯麦出生,,event
4月1日,1873年,俄国著名钢琴家拉赫马尼诺夫出生,,event
4月1日,1906年,中国京汉铁路全线通车,,event
4月1日,1938年,美国通用动力公司发明荧光灯,,event
4月1日,1939年,苏联教育学家安东·马卡连柯逝世,,event
4月1日,1950年,中国与印度建交,,event
4月1日,1955年,中国著名建筑学家、作家林徽因逝世,,event
4月1日,1968年,苏联物理学家列夫·达维多维奇·朗道逝世,,event
4月1日,1976年,美国苹果电脑公司成立,,event
4月1日,1991年,美国舞蹈家和编舞家玛莎·葛兰姆逝世,,event
4月1日,2003年,著名歌手、演员张国荣逝世,,event
4月2日,719年,渤海郡王大祚荣逝世,,event
4月2日,742年,法兰克王国加洛林王朝国王查理大帝出生,,event
4月2日,1453年,土耳其军队开始围攻君士坦丁堡,,event
4月2日,1513年,西班牙航海家胡安·庞塞·德莱昂在美洲佛罗里达州登陆,,event
4月2日,1792年,美国国会通过《铸币法案》,,event
4月2日,1805年,丹麦作家安徒生出生,,event
4月2日,1827年,英国画家威廉·霍尔曼·亨特出生,,event
4月2日,1834年,自由女神像的作者弗雷德里克·奥古斯特·巴托尔迪出生,,event
4月2日,1872年,美国科学家、电报发明者莫尔斯逝世,,event
4月2日,1975年,中国共产党的创始人之一董必武逝世,,event
4月2日,1976年,中国土壤地理学的奠基人马溶之逝世,,event
4月2日,1982年,中国著名作家巴金获“但丁国际奖”,,event
4月2日,1983年,国画大师张大千在台北逝世,,event
4月2日,2007年,所罗门群岛发生里氏8.0级的强烈地震引发海啸,,event
4月3日,271年,中国制图学之父裴秀逝世,,event
4月3日,1367年,英格兰国王亨利四世诞辰,,event
4月3日,1787年,美国文学之父华盛顿·欧文诞辰,,event
4月3日,1886年,中国著名语言文字学家、国学家黄侃出生,,event
4月3日,1897年,德国作曲家约翰内斯·勃拉姆斯逝世,,event
4月3日,1913年,美国女权主义者潘克赫斯特被判入狱,,event
4月3日,1916年,中国卫星测量、控制技术的奠基人之一陈芳允出生,,event
4月3日,1922年,斯大林正式就任首任苏联共产党中央委员会总书记,,event
4月3日,1930年,德国前总理科尔出生,,event
4月3日,1932年,美国教授CC金分离出维生素C,,event
4月3日,1933年,人类驾驶飞机首次成功飞越世界最高峰珠穆朗玛峰,,event
4月3日,1946年,二战战犯本间雅晴被枪决,,event
4月3日,1948年,美国马歇尔计划正式执行,,event
4月3日,1963年,土耳其诗人纳齐姆·希克梅特逝世,,event
4月3日,1965年,近代女画家、社交名媛陆小曼去世,,event
4月4日,284年,蔡文姬自匈奴回汉,,event
4月4日,1814年,拿破仑第一次退位,,event
4月4日,1842年,法国数学家爱德华·卢卡斯出生,,event
4月4日,1882年,德国将军施莱谢尔出生,,event
4月4日,1909年,中国空气动力学家郭永怀出生,,event
4月4日,1914年,法国文学家玛格丽特·杜拉斯出生,,event
4月4日,1949年,北大西洋公约组织正式成立，是一个国际军事集团组织,,event
4月4日,1949年,著名美籍华人数学家丘成桐出生,,event
4月4日,1968年,美国黑人运动著名领袖马丁·路德·金遇刺身亡,,event
4月4日,1974年,地图四色定理研究成功者丁西林逝世,,event
4月4日,1975年,美国微软公司创立,,event
4月4日,1979年,巴基斯坦总理布托逝世,,event
4月4日,1984年,美国挑战者号航天飞机首次飞行获得成功,,event
4月4日,1987年,中国著名电影艺术家司徒慧敏逝世,,event
4月4日,1991年,中国遗传学家李汝祺逝世,,event
4月5日,1588年,英国政治家、哲学家托马斯·霍布斯出生,,event
4月5日,1707年,瑞士著名数学家莱昂哈德·欧拉出生,,event
4月5日,1803年,贝多芬创作的《D大调第二交响曲》首次公演,,event
4月5日,1882年,近代民主革命家宋教仁出生,,event
4月5日,1908年,世界著名指挥家卡拉扬出生,,event
4月5日,1931年,蒙古族英雄嘎达梅林逝世,,event
4月5日,1931年,中国共产党创始人之一邓恩铭逝世,,event
4月5日,1937年,美国第一位黑人国务卿鲍威尔出生,,event
4月5日,1945年,苏联通知日本终止《苏日中立条约》,,event
4月5日,1955年,英国首相温斯顿·丘吉尔宣布辞职,,event
4月5日,1964年,美国前盟国驻日本占领军总司令、五星上将麦克阿瑟逝世,,event
4月5日,1975年,近代中国著名政治人物及军事家蒋介石在台北士林官邸逝世,,event
4月5日,1997年,美国诗人艾伦·金斯伯格逝世,,event
4月5日,1998年,世界最长的吊桥，日本明石海峡大桥正式通车,,event
4月5日,1998年,首批希望工程志愿者产生,,event
4月6日,1199年,英王理查一世逝世,,event
4月6日,1483年,意大利著名画家、“文艺复兴三杰”之一的拉斐尔出生,,event
4月6日,1528年,德国画家阿尔布雷特·丢勒逝世。他的主要作品为木刻版画,,event
4月6日,1782年,暹罗国王拉玛一世加冕登基,,event
4月6日,1878年,德国诗人埃里希·米萨姆出生,,event
4月6日,1890年,荷兰飞机设计师安东尼·福克出生,,event
4月6日,1896年,首届现代奥林匹克运动会在希腊首都雅典举行,,event
4月6日,1909年,罗伯特·皮尔里成为首个达到北极点的人,,event
4月6日,1916年,邓小平夫人卓琳出生,,event
4月6日,1928年,美国生理化学家詹姆斯·沃森出生,,event
4月6日,1965年,国际通信卫星发射成功,,event
4月6日,1967年,著名古典文学学者詹安泰逝世,,event
4月6日,1971年,俄国作曲家斯特拉文斯基逝世,,event
4月6日,1984年,中国颁发第一代居民身份证,,event
4月6日,1992年,美国科幻小说作家艾萨克·阿西莫夫逝世,,event
4月7日,1498年,法国瓦卢瓦王朝国王查理八世逝世,,event
4月7日,1652年,教皇克雷芒十二世出生,,event
4月7日,1770年,英国诗人华兹华斯出生,,event
4月7日,1772年,法国空想社会主义学家傅立叶出生,,event
4月7日,1805年,贝多芬的《第三交响曲》在维也纳剧院首次公演,,event
4月7日,1889年,诺贝尔文学奖得主加夫列拉·米斯特拉尔出生,,event
4月7日,1947年,美国女作家、普利策奖获得者维拉·凯瑟逝世,,event
4月7日,1954年,香港著名影星成龙出生,,event
4月7日,1977年,中国与约旦建立外交关系,,event
4月7日,1992年,欧共体承认波黑共和国独立,,event
4月7日,1994年,卢旺达种族大屠杀爆发,,event
4月7日,2001年,农学家、植物病理学家陈瑞泰逝世,,event
4月7日,2011年,鲁迅先生的儿子周海婴先生逝世,,event
4月7日,2012年,美国访谈节目主持人迈克·华莱士去世,,event
4月7日,2013年,博鳌亚洲论坛2013年年会举行开幕式,,event
4月8日,公元前565年,印度释迦牟尼出生,,event
4月8日,1818年,丹麦国王克里斯蒂安九世出生,,event
4月8日,1896年,交通大学(西安交通大学和上海交通大学的前身)建校,,event
